ал;епымуло;омола;йыдийос мпс;омола мпс;йыдийос ппс;омола ппс;бахлос
SR001143;епымуло 1143;омола 1143;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;10
SR001143;епымуло 1143;омола 1143;ICE1-1002;цяаллийг акцебяа;P1-1020;цяаллийг акцебяа;10
SR001143;епымуло 1143;омола 1143;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;10
SR001143;епымуло 1143;омола 1143;ICE1-1006;жусийг;P1-1060;жусийг;10
SR001143;епымуло 1143;омола 1143;ICE1-2002;пихамотгтес йаи статистийг;P1-2020;пихамотгтес йаи статистийг;10
SR001143;епымуло 1143;омола 1143;ICE1-2006;хеыяиа йуйкылатым;P1-2060;хеыяиа йуйкылатым;7.5
SR001143;епымуло 1143;омола 1143;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;10
SR001143;епымуло 1143;омола 1143;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001143;епымуло 1143;омола 1143;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;10
SR001143;епымуло 1143;омола 1143;ICE1-4001;басеис дедолемым и;P1-3030;басеис дедолемым и;10
SR001143;епымуло 1143;омола 1143;ICE1-4003;кеитоуяцийа сустглата ии;P1-4030;кеитоуяцийа сустглата ии;10
SR001144;епымуло 1144;омола 1144;ICE1-1006;жусийг;P1-1060;жусийг;10
SR001144;епымуло 1144;омола 1144;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;9.4
SR001147;епымуло 1147;омола 1147;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001147;епымуло 1147;омола 1147;ICE1-5001;басеис дедолемым ии;P1-4010;басеис дедолемым ии;8.6
SR001149;епымуло 1149;омола 1149;ICE1-1002;цяаллийг акцебяа;P1-1020;цяаллийг акцебяа;6.8
SR001149;епымуло 1149;омола 1149;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;3.4
SR001150;епымуло 1150;омола 1150;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;0.3
SR001150;епымуло 1150;омола 1150;ICE1-1006;жусийг;P1-1060;жусийг;10
SR001150;епымуло 1150;омола 1150;ICE1-2005;ьгжиайг сведиасг;P1-2010;ьгжиайг сведиасг;10
SR001150;епымуло 1150;омола 1150;ICE1-2006;хеыяиа йуйкылатым;P1-2060;хеыяиа йуйкылатым;0.3
SR001150;епымуло 1150;омола 1150;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;10
SR001150;епымуло 1150;омола 1150;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001150;епымуло 1150;омола 1150;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;1.8
SR001150;епымуло 1150;омола 1150;ICE1-3006;аявитейтомийг упокоцистым;P1-3060;аявитейтомийг упокоцистым;7.5
SR001150;епымуло 1150;омола 1150;ICE1-4001;басеис дедолемым и;P1-3030;басеис дедолемым и;8.6
SR001150;епымуло 1150;омола 1150;ICE1-4005;сведиасг ьгжиайым сустглатым;P1-4050;сведиасг ьгжиайым сустглатым;10
SR001151;епымуло 1151;омола 1151;ICE1-5004;тевмгтг моглосумг;P1-5030;тевмгтг моглосумг;0.3
SR001151;епымуло 1151;омола 1151;ICE1-5006;еисацыцг стом паяаккгко упокоцисло;P1-5040;еисацыцг стом паяаккгко упокоцисло;1.8
SR001153;епымуло 1153;омола 1153;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;0.3
SR001153;епымуло 1153;омола 1153;ICE1-1002;цяаллийг акцебяа;P1-1020;цяаллийг акцебяа;0.3
SR001153;епымуло 1153;омола 1153;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;0.4
SR001153;епымуло 1153;омола 1153;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;6.8
SR001153;епымуло 1153;омола 1153;ICE1-1006;жусийг;P1-1060;жусийг;10
SR001158;епымуло 1158;омола 1158;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;8.6
SR001158;епымуло 1158;омола 1158;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;10
SR001162;епымуло 1162;омола 1162;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;7.5
SR001162;епымуло 1162;омола 1162;ICE1-2002;пихамотгтес йаи статистийг;P1-2020;пихамотгтес йаи статистийг;7.5
SR001162;епымуло 1162;омола 1162;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;10
SR001162;епымуло 1162;омола 1162;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001162;епымуло 1162;омола 1162;ICE1-3005;кеитоуяцийа сустглата и;P1-3050;кеитоуяцийа сустглата и;1.1
SR001162;епымуло 1162;омола 1162;ICE1-3006;аявитейтомийг упокоцистым;P1-3060;аявитейтомийг упокоцистым;8.6
SR001162;епымуло 1162;омола 1162;ICE1-5001;басеис дедолемым ии;P1-4010;басеис дедолемым ии;10
SR001164;епымуло 1164;омола 1164;ICE1-6006;ьгжиайес епийоимымиес;P1-5320;ьгжиайес епийоимымиес;3.5
SR001164;епымуло 1164;омола 1164;ICE1-7102;амайтгсг пкгяожояиас;P1-6120;амайтгсг пкгяожояиас;7.5
SR001166;епымуло 1166;омола 1166;ICE1-3001;акцояихлои йаи покупкойотгта;P1-3010;акцояихлои йаи покупкойотгта;0.9
SR001166;епымуло 1166;омола 1166;ICE1-4002;дийтуа упокоцистым ии;P1-4020;дийтуа упокоцистым ии;1.1
SR001166;епымуло 1166;омола 1166;ICE1-6002;асжакеиа стгм тевмокоциа тгс пкгяожояиас;P1-6010;асжакеиа стгм тевмокоциа тгс пкгяожояиас;9.3
SR001171;епымуло 1171;омола 1171;ICE1-4004;леходокоциес амаптунгс ежаялоцым;P1-4040;леходокоциес амаптунгс ежаялоцым;10
SR001172;епымуло 1172;омола 1172;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;1.4
SR001172;епымуло 1172;омола 1172;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;7.5
SR001172;епымуло 1172;омола 1172;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;10
SR001173;епымуло 1173;омола 1173;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;1.8
SR001177;епымуло 1177;омола 1177;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;10
SR001177;епымуло 1177;омола 1177;ICE1-1002;цяаллийг акцебяа;P1-1020;цяаллийг акцебяа;10
SR001177;епымуло 1177;омола 1177;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;6.8
SR001177;епымуло 1177;омола 1177;ICE1-1005;диайяита лахглатийа;P1-1050;диайяита лахглатийа;7.5
SR001177;епымуло 1177;омола 1177;ICE1-1006;жусийг;P1-1060;жусийг;10
SR001177;епымуло 1177;омола 1177;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001178;епымуло 1178;омола 1178;ICE1-1003;еисацыцг стгм епистглг тым упокоцистым;P1-1030;еисацыцг стгм епистглг тым упокоцистым;9.3
SR001178;епымуло 1178;омола 1178;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;10
SR001178;епымуло 1178;омола 1178;ICE1-4003;кеитоуяцийа сустглата ии;P1-4030;кеитоуяцийа сустглата ии;1.8
SR001178;епымуло 1178;омола 1178;ICE1-4004;леходокоциес амаптунгс ежаялоцым;P1-4040;леходокоциес амаптунгс ежаялоцым;10
SR001178;епымуло 1178;омола 1178;ICE1-4005;сведиасг ьгжиайым сустглатым;P1-4050;сведиасг ьгжиайым сустглатым;3.4
SR001178;епымуло 1178;омола 1178;ICE1-6001;тевмокоциа коцислийоу;P1-5010;тевмокоциа коцислийоу;3.4
SR001178;епымуло 1178;омола 1178;ICE1-6002;асжакеиа стгм тевмокоциа тгс пкгяожояиас;P1-6010;асжакеиа стгм тевмокоциа тгс пкгяожояиас;10
SR001178;епымуло 1178;омола 1178;ICE1-7110;пкгяожояиайа сустглата диоийгсгс;P1-9170;пкгяожояиайа сустглата диоийгсгс;0.3
SR001178;епымуло 1178;омола 1178;ICE1-8305;еуяуфымийа дийтуа;P1-9340;еуяуфымийа дийтуа;1.8
SR001180;епымуло 1180;омола 1180;ICE1-1001;лахглатийг амакусг I;P1-1010;лахглатийг амакусг;7.5
SR001180;епымуло 1180;омола 1180;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;10
SR001180;епымуло 1180;омола 1180;ICE1-3004;дийтуа упокоцистым и;P1-3040;дийтуа упокоцистым и;10
SR001181;епымуло 1181;омола 1181;ICE1-3002;гкейтяомийг;P1-3020;гкейтяомийг;0.3
SR001181;епымуло 1181;омола 1181;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;8.6
SR001181;епымуло 1181;омола 1181;ICE1-4004;леходокоциес амаптунгс ежаялоцым;P1-4040;леходокоциес амаптунгс ежаялоцым;3.4
SR001182;епымуло 1182;омола 1182;ICE1-2001;сведиасг йаи амакусг акцояихлым;P1-2050;сведиасг йаи амакусг акцояихлым;10
SR001182;епымуло 1182;омола 1182;ICE1-3003;долес дедолемым;P1-2030;долес дедолемым;3.5
SR001182;епымуло 1182;омола 1182;ICE1-4002;дийтуа упокоцистым ии;P1-4020;дийтуа упокоцистым ии;8.6
